Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot203,"Сава Бокс",normal,1,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","23:14:49","23:17:00",
Bot203,"Сава Бокс",normal,1,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #1","1","23:17:05","23:19:31",
Bot203,"Сава Бокс",normal,1,Completed,"RUAF Roadblock Crates","RUAF Roadblock Crates: Objective #2","1","23:19:36","23:20:00",
Bot203,"Сава Бокс",normal,1,Completed,"Scav Base","Scav Base: Objective #1","5","23:20:05","23:23:08",
Bot203,"Сава Бокс",normal,1,Completed,"Scav Base","Scav Base: Objective #4","2","23:23:13","23:23:41",
Bot203,"Сава Бокс",normal,1,Completed,"Scav Base","Scav Base: Objective #3","1","23:23:46","23:24:15",
Bot203,"Сава Бокс",normal,1,Pending,"Scav Base","Scav Base: Objective #2","2","23:24:20","N/A",
Bot204,"Ваха Фонарь",easy,1,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #2","1","23:13:59","23:16:19",
Bot204,"Ваха Фонарь",easy,1,Active,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #4","1","23:16:24","N/A",
Bot207,"Христофор Самарский",easy,1,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","23:15:20","23:15:54",
Bot207,"Христофор Самарский",easy,1,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","23:15:59","23:16:50",
Bot207,"Христофор Самарский",easy,1,Active,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","23:16:55","N/A",
Bot214,"Ваха Щуп",normal,1,Completed,"Sunken Village","Sunken Village: Objective #2","1","23:22:33","23:22:45",
Bot214,"Ваха Щуп",normal,1,Completed,"Sunken Village","Sunken Village: Objective #3","1","23:22:51","23:24:09",
Bot214,"Ваха Щуп",normal,1,Active,"Sunken Village","Sunken Village: Objective #1","1","23:24:14","N/A",
[Not Spawned],"Прохор Комитов",normal,1,,,,,,,
[Not Spawned],"Арсений Конченный",normal,1,,,,,,,
[Not Spawned],"Алик Заяц",easy,1,,,,,,,
[Not Spawned],"Николай Молоко",normal,1,,,,,,,
[Not Spawned],"Боря Важный",normal,1,,,,,,,
[Not Spawned],"Виктор Подполковник",normal,1,,,,,,,
[Not Spawned],"Радик Фрол",easy,1,,,,,,,
[Not Spawned],"Никита Погон",easy,1,,,,,,,
[Not Spawned],"Авксентий Робокоп",normal,1,,,,,,,
[Not Spawned],"Архипп Шиза",normal,1,,,,,,,
[Not Spawned],"Джонни Рыжий",easy,1,,,,,,,
[Not Spawned],"Юрий Прикол",normal,1,,,,,,,
[Not Spawned],"Иван Бывалый",normal,1,,,,,,,
[Not Spawned],"Юрец Копченый",normal,1,,,,,,,
[Not Spawned],"Руслан Свирепый",normal,1,,,,,,,
[Not Spawned],"Авдей Питон",normal,1,,,,,,,
[Not Spawned],"Андрей Глиттершайн",easy,1,,,,,,,
